Key	Value
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action][obj]时，突然心中一动，对%s一道又有感悟。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại [obj_action][obj] Lúc, đột nhiên trong lòng hơi động, đối %s Một đạo lại có cảm ngộ.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在[obj_action][obj]时，突然心中一动，捕捉到一丝灵感，居然成功创造出一件艺术品。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại [obj_action][obj] Lúc, đột nhiên trong lòng hơi động, bắt được một tia linh cảm, thế mà thành công sáng tạo ra một kiện tác phẩm nghệ thuật.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在给[hename][obj_action][obj]时，突然心中一动，对%s一道又有感悟。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại cho [hename][obj_action][obj] Lúc, đột nhiên trong lòng hơi động, đối %s Một đạo lại có cảm ngộ.
[rand_lable=desc_time,desc_place,desc_weather]，[name]这次做饭搞的一团糟，但[name]却从中获益匪浅，对烹饪一道又有感悟。	[rand_lable=desc_time,desc_place,desc_weather], [name] Lần này nấu cơm làm rối loạn, nhưng [name] Nhưng từ bên trong thu hoạch không ít, đối nấu nướng một đạo lại có cảm ngộ.
[rand_lable=desc_time,desc_place,desc_weather]，[name]这次烹饪大有收获，感觉自己的烹饪技艺更进一层。	[rand_lable=desc_time,desc_place,desc_weather], [name] Lần này nấu nướng có đại thu hoạch, cảm giác mình nấu nướng kỹ nghệ tiến thêm một tầng.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破瓶颈时，感悟到某种天地间的大道，这让[it]感到此次突破的把握大了许多。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại đột phá bình cảnh lúc, cảm ngộ đến một loại nào đó giữa thiên địa đại đạo, cái này khiến [it] Cảm thấy lần này đột phá nắm chắc lớn hơn rất nhiều.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破成功后，成功借助突破时天地交感的契机，感悟到一丝大道。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại đột phá sau khi thành công, thành công mượn nhờ đột phá lúc thiên địa giao cảm thời cơ, cảm ngộ đến một tia đại đạo.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破成功后，突然从天地交感的契机中悟出一套秘法。[name]赶忙将这一丝灵光记录下来。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại đột phá sau khi thành công, đột nhiên từ thiên địa giao cảm thời cơ bên trong ngộ ra một bộ bí pháp.[name] Vội vàng đem cái này một tia linh quang ghi chép lại.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破后，竟无意之间触碰到天人合一的境界，等[it]回过神来，全身的灵气已经比之前充盈了许多。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại đột phá sau, không gây ý ở giữa chạm đến thiên nhân hợp nhất cảnh giới, chờ [it] Lấy lại tinh thần, toàn thân linh khí đã so trước đó tràn đầy rất nhiều.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破后，突然领会到[obj_gong]的一丝真意。[name]当场沉浸在这一化境中，等回过神来，发现修为已然大进。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại đột phá sau, đột nhiên lĩnh hội tới [obj_gong] Một tia chân ý.[name] Tại chỗ đắm chìm trong cái này một hóa cảnh bên trong, chờ lấy lại tinh thần, phát hiện tu vi đã tiến nhanh.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破失败后，竟敏锐的发现了自己修行走到了一个歧路。一番总结之下，竟然让他[it]获益匪浅。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại đột phá sau khi thất bại, lại nhạy cảm phát hiện mình tu hành đi tới một cái lối rẽ. Một phen tổng kết phía dưới, vậy mà để hắn [it] Thu hoạch không ít.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破失败后，沮丧的心境下竟然对天道别有一番领悟。[name]赶忙将这一丝灵光记录下来。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại đột phá sau khi thất bại, uể oải tâm cảnh hạ vậy mà đối thiên đạo có một phen đặc biệt lĩnh ngộ.[name] Vội vàng đem cái này một tia linh quang ghi chép lại.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在突破失败后，敏锐的发现自己修行之路的隐患，顿悟之下突然感到元神中一股暖流涌出。[name]连忙运转功法，元神竟然自然而然的分化出一道分神！可谓塞翁失马焉知非福。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại đột phá sau khi thất bại, nhạy cảm phát hiện mình con đường tu hành tai hoạ ngầm, đốn ngộ phía dưới đột nhiên cảm thấy Nguyên Thần bên trong một dòng nước ấm tuôn ra.[name] Vội vàng vận chuyển công pháp, Nguyên Thần vậy mà tự nhiên mà vậy phân hoá ra một đạo phân thần! Có thể nói Tái ông mất ngựa sao biết không phải phúc.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在缔结金丹时，突然身心俱空，进入天人合一之境，已经消耗的灵气竟然被瞬间补充。[name]于无悲无喜的空灵中，金丹更加凝练了。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại ký kết Kim Đan lúc, đột nhiên thể xác tinh thần đều không, tiến vào Thiên Nhân Hợp Nhất Chi Cảnh, đã tiêu hao linh khí lại bị trong nháy mắt bổ sung.[name] Tại không vui không buồn linh hoạt kỳ ảo bên trong, Kim Đan càng thêm ngưng luyện.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在结丹成功后，成功借助突破时天地交感的契机，感悟到一丝大道。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại Kết Đan sau khi thành công, thành công mượn nhờ đột phá lúc thiên địa giao cảm thời cơ, cảm ngộ đến một tia đại đạo.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在结丹成功后，突然从天地交感的契机中悟出一套秘法。[name]赶忙将这一丝灵光记录下来。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại Kết Đan sau khi thành công, đột nhiên từ thiên địa giao cảm thời cơ bên trong ngộ ra một bộ bí pháp.[name] Vội vàng đem cái này một tia linh quang ghi chép lại.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在缔结金丹后，突然领会到[obj_gong]的一丝真意。[name]当场沉浸在这一化境中，等回过神来，发现修为已然大进。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại ký kết Kim Đan sau, đột nhiên lĩnh hội tới [obj_gong] Một tia chân ý.[name] Tại chỗ đắm chìm trong cái này một hóa cảnh bên trong, chờ lấy lại tinh thần, phát hiện tu vi đã tiến nhanh.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在缔结金丹后，突然领会到[obj_gong]的一丝真意。可惜的是[name]的修行遇到了瓶颈，并没能抓住这一丝灵感。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại ký kết Kim Đan sau, đột nhiên lĩnh hội tới [obj_gong] Một tia chân ý. Đáng tiếc chính là [name] Tu hành gặp bình cảnh, cũng không có thể bắt ở cái này một tia linh cảm.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在结丹成功后，突然领会到[obj_gong]的一丝真意。[name]当场沉浸在这一化境中，等回过神来，发现修为已然大进。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại Kết Đan sau khi thành công, đột nhiên lĩnh hội tới [obj_gong] Một tia chân ý.[name] Tại chỗ đắm chìm trong cái này một hóa cảnh bên trong, chờ lấy lại tinh thần, phát hiện tu vi đã tiến nhanh.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在结丹成功后，突然感觉内息一阵紊乱，全身灵气竟然失守。[name]连忙运功镇压，但也已经受了不轻的内伤。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại Kết Đan sau khi thành công, đột nhiên trong cảm giác hơi thở một trận hỗn loạn, toàn thân linh khí vậy mà thất thủ.[name] Vội vàng vận công trấn áp, nhưng cũng đã bị nội thương không nhẹ.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在渡劫最后关头，突然福至心灵，将一丝天劫之息以偷天之法盗了出来。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại độ kiếp tối hậu quan đầu, đột nhiên phúc chí tâm linh, đem một tia thiên kiếp chi tức lấy thâu thiên chi pháp trộm ra.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]时，神识突然与炉中的材料合为一体，甚至能清晰的感受到其中药性最细微的变化。[name]以神念御丹，最终竟然一炉成丹数倍！	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại luyện chế [obj] Lúc, thần thức đột nhiên cùng trong lò vật liệu hợp làm một thể, thậm chí có thể rõ ràng cảm nhận được trong đó dược tính nhỏ bé nhất biến hóa.[name] Lấy thần niệm ngự đan, cuối cùng vậy mà một lò thành đan mấy lần!
[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]失败后，却若有所思，仔细体悟之下竟然另有收获。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại luyện chế [obj] Sau khi thất bại, lại như có điều suy nghĩ, cẩn thận thể ngộ phía dưới vậy mà có khác thu hoạch.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]时，突然体会到天地如烘炉，熔炼万物的至理。一瞬间，炉中材料被淬炼至精纯之境！	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại luyện chế [obj] Lúc, đột nhiên cảm nhận được thiên địa như hoả lò, dung luyện vạn vật chí lý. Một nháy mắt, trong lò vật liệu bị rèn luyện đến tinh thuần chi cảnh!
[rand_lable=desc_time,desc_place,desc_weather]，[name]在炼制[obj]时，突然心中一动，捕捉到一丝天道运转的浩瀚之气息，并成功将之化入作品中。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại luyện chế [obj] Lúc, đột nhiên trong lòng hơi động, bắt được một tia thiên đạo vận chuyển mênh mông chi khí tức, cũng thành công đem hóa nhập tác phẩm bên trong.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在与蜚嬉戏时，突然灵感触动，竟然若有所悟。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại cùng phỉ chơi đùa lúc, đột nhiên linh cảm xúc động, vậy mà có chút hiểu được.
[rand_lable=desc_time,desc_place,desc_weather]，[name]在与鹿蜀嬉戏时，突然灵感触动，竟然若有所悟。	[rand_lable=desc_time,desc_place,desc_weather], [name] Tại cùng Lộc Thục chơi đùa lúc, đột nhiên linh cảm xúc động, vậy mà có chút hiểu được.
顺着石匣的裂缝，[NAME]轻松的打开了匣子	Thuận hộp đá khe hở, [NAME] Nhẹ nhõm mở ra hộp
打开的石匣中发现一本小册子和一枚丹药，翻开一看竟然是一本可以修行的功法。	Mở ra hộp đá bên trong phát hiện một quyển sách nhỏ cùng một viên đan dược, lật ra xem xét lại là một bản có thể tu hành công pháp.
石匣非常坚固，不借助工具的话几乎不可能打开。	Hộp đá phi thường kiên cố, không tá trợ công cụ gần như không có khả năng mở ra.
[NAME]小心翼翼的打开了石匣，其中整整齐齐摆放着几本小册子，几瓶丹药，还有一块星髓。	[NAME] Thận trọng mở ra hộp đá, trong đó chỉnh chỉnh tề tề trưng bày mấy quyển sách nhỏ, mấy bình đan dược, còn có một khối tinh tủy.
[NAME]打开石匣，发现其中装有一瓶丹药。	[NAME] Mở ra hộp đá, phát hiện trong đó chứa có một bình đan dược.
[NAME]打开石匣，发现其中藏有一些珍贵的材料。	[NAME] Mở ra hộp đá, phát hiện trong đó có giấu một chút trân quý vật liệu.
[NAME]打开石匣，发现其中藏有一件古代奇珍，竟然可以镇压风水。	[NAME] Mở ra hộp đá, phát hiện trong đó có giấu một kiện cổ đại kỳ trân, vậy mà có thể trấn áp phong thuỷ.
[NAME]打开石匣，竟然在其中发现一本书册。	[NAME] Mở ra hộp đá, vậy mà tại trong đó phát hiện một quyển sách.
[NAME]打开石匣，竟然在其中发现一门神通。	[NAME] Mở ra hộp đá, vậy mà tại trong đó phát hiện một môn thần thông.
[NAME]打开石匣，竟然在其中发现一本秘籍。	[NAME] Mở ra hộp đá, vậy mà tại trong đó phát hiện một bản bí tịch.
[NAME]打开石匣，瞬间一道七彩光华直冲云霄，这平凡无奇的石匣中竟然藏有一本上古失传的功法传承。	[NAME] Mở ra hộp đá, trong nháy mắt một đạo thất thải quang hoa trực trùng vân tiêu, cái này bình thường không có gì lạ hộp đá bên trong vậy mà có giấu một bản thượng cổ công pháp thất truyền truyền thừa.
[NAME]开了太一宝匣，取出其中的物件。	[NAME] Mở Thái Nhất bảo hộp, lấy ra trong đó vật.
[NAME]开了神奇符咒匣，取出其中的物件。	[NAME] Mở thần kỳ phù chú hộp, lấy ra trong đó vật.
[NAME]开了神符匣，取出其中的物件。	[NAME] Mở thần phù hộp, lấy ra trong đó vật.
祖师自天界赐下的神物。	Tổ sư từ thiên giới ban thưởng thần vật.
[NAME]尝试炼化天道本源，也许是机缘所致，竟然有惊无险的完成了炼化。	[NAME] Nếm thử luyện hóa thiên đạo bản nguyên, có lẽ là cơ duyên bố trí, lại có kinh không hiểm hoàn thành luyện hóa.
[NAME]因此得以窥视部分天道，大有所获。	[NAME] Bởi vậy có thể thăm dò bộ phận thiên đạo, rất có thu hoạch.
[NAME]的道行降低了%s点。	[NAME] Đạo hạnh thấp xuống %s Điểm.
[NAME]因此得以窥视部分天道，不过因数次参悟，收效已微。	[NAME] Bởi vậy có thể thăm dò bộ phận thiên đạo, bất quá thừa tố lần lĩnh hội, hiệu quả đã hơi.
[NAME]的道行降低了。%s点。	[NAME] Đạo hạnh thấp xuống.%s Điểm.
[NAME]因此得以窥视部分天道，不过因多次参悟，收效已微忽其微。	[NAME] Bởi vậy có thể thăm dò bộ phận thiên đạo, bất quá bởi vì nhiều lần lĩnh hội, hiệu quả đã hơi chợt rất nhỏ.
[NAME]多次窥视天道，渐渐有所心得，终于借此机缘，分化了一条元神分神。	[NAME] Nhiều lần thăm dò thiên đạo, dần dần có chỗ tâm đắc, rốt cục nhờ vào đó cơ duyên, phân hoá một đầu Nguyên Thần phân thần.
[NAME]因此得以窥视部分天道，不过因太多次参悟，已完全没有感悟了。	[NAME] Bởi vậy có thể thăm dò bộ phận thiên đạo, bất quá bởi vì quá nhiều lần lĩnh hội, đã hoàn toàn không có cảm ngộ.
[NAME]尝试炼化天道本源，然而最终还是因道行不够，而没能驾驭其中蕴含的天道气息。	[NAME] Nếm thử luyện hóa thiên đạo bản nguyên, nhưng mà cuối cùng vẫn bởi vì đạo hạnh không đủ, mà không có thể khống chế ẩn chứa trong đó thiên đạo khí tức.
虽然只是一丝气息的泄露，但天道瞬间反噬，[NAME]亦身受重伤……	Mặc dù chỉ là một tia khí tức tiết lộ, nhưng thiên đạo trong nháy mắt phản phệ, [NAME] Cũng bản thân bị trọng thương......
天道爆发	Thiên đạo bộc phát
以[NAME]的境界远远不能驾驭此等蕴含天道之息的神物，[NAME]刚刚开始炼化，天道本源便剧烈的爆发开，将[NAME]灵识撕的粉碎。[NAME]瞬间殒命。	Lấy [NAME] Cảnh giới xa xa không thể khống chế như thế ẩn chứa thiên đạo chi tức thần vật, [NAME] Vừa mới bắt đầu luyện hóa, thiên đạo bản nguyên liền kịch liệt bộc phát ra, đem [NAME] Linh thức xé vỡ nát.[NAME] Trong nháy mắt chết.
[NAME]所修功法与这块天道本源完全不匹配，[NAME]刚刚开始炼化，天道本源便剧烈的爆发开，将[NAME]灵识撕的粉碎。[NAME]瞬间殒命。	[NAME] Sở tu công pháp cùng khối này thiên đạo bản nguyên hoàn toàn không xứng đôi, [NAME] Vừa mới bắt đầu luyện hóa, thiên đạo bản nguyên liền kịch liệt bộc phát ra, đem [NAME] Linh thức xé vỡ nát.[NAME] Trong nháy mắt chết.
[NAME]还是决定放弃吸收本源结晶。	[NAME] Vẫn là quyết định từ bỏ hấp thu bản nguyên kết tinh.
[NAME]觉得还是不要使用修改器为好。	[NAME] Cảm thấy vẫn là không cần sử dụng máy sửa chữa cho thỏa đáng.
[NAME]运转元神，小心的投入蛟龙的逆鳞中。在接触的瞬间，无数破碎的记忆旋涡便将[NAME]吞没。	[NAME] Vận chuyển Nguyên Thần, cẩn thận đầu nhập giao long vảy ngược bên trong. Tại tiếp xúc trong nháy mắt, vô số vỡ vụn ký ức vòng xoáy liền đem [NAME] Nuốt hết.
虽然外界只有一瞬，但识海之中不辩春秋，[NAME]在记忆旋涡中沉浮，瞬间已过%s年，等到[NAME]清醒，记忆里已经多了一些陌生的信息。	Mặc dù ngoại giới chỉ có một cái chớp mắt, nhưng trong thức hải không phân biệt Xuân Thu, [NAME] Tại ký ức vòng xoáy bên trong chìm nổi, trong nháy mắt đã qua %s Năm, đợi đến [NAME] Thanh tỉnh, trong trí nhớ đã nhiều một chút lạ lẫm tin tức.
大量的	Đại lượng
巨量的	Lượng lớn
真龙秘法-	Chân Long bí pháp -
[NAME]苍老了%s年。	[NAME] Già nua %s Năm.
[NAME]运转元神，小心的投入凶凤的真焱玉中。在接触的瞬间，无数破碎的记忆旋涡便将[NAME]吞没。	[NAME] Vận chuyển Nguyên Thần, cẩn thận đầu nhập hung phượng thật diễm ngọc bên trong. Tại tiếp xúc trong nháy mắt, vô số vỡ vụn ký ức vòng xoáy liền đem [NAME] Nuốt hết.
飞凰秘法-	Bay hoàng bí pháp -
[NAME]运转元神，小心的投入混沌的龙玉中。在接触的瞬间，无数破碎的记忆旋涡便将[NAME]吞没。	[NAME] Vận chuyển Nguyên Thần, cẩn thận đầu nhập hỗn độn long ngọc bên trong. Tại tiếp xúc trong nháy mắt, vô số vỡ vụn ký ức vòng xoáy liền đem [NAME] Nuốt hết.
阴阳秘法-	Âm dương bí pháp -
因使用元神强行读取信息，%s上似乎多了一些裂纹……	Bởi vì sử dụng Nguyên Thần cưỡng ép đọc đến tin tức, %s Bên trên tựa hồ nhiều một chút vết rạn......
%s上裂纹密布，似乎随时可能损坏了……	%s Bên trên vết rạn dày đặc, tựa hồ lúc nào cũng có thể hư hại......
随着[NAME]的元神回归本体，%s发出一声清脆的声音，碎裂为粉末。	Theo [NAME] Nguyên Thần trở về bản thể, %s Phát ra một tiếng thanh thúy thanh âm, vỡ vụn thành bột phấn.
[NAME]并没有练就元神，根本无法读取其中的信息。	[NAME] Cũng không có luyện thành Nguyên Thần, căn bản là không có cách đọc đến trong đó tin tức.
[NAME]打开了信笺，发现信上只写了“仙途之约，轮回再续”这八个让人一头雾水的字。信笺最后并附了一张地图，似乎是去某个地点的路。	[NAME] Mở ra giấy viết thư, phát hiện trên thư chỉ viết tiên đồ ước hẹn, luân hồi lại nối tiếp cái này tám cái để cho người ta đầu óc mơ hồ chữ. Giấy viết thư cuối cùng cũng phụ một tấm bản đồ, tựa hồ là đi cái nào đó địa điểm đường.
[NAME]以神念仔细查看,发现凤纹玉佩之上的纹理似乎隐藏着一些几乎湮没的残余信息，其中似乎提到了此物是某种封印的一部分……凶险异常之类的信息。	[NAME] Lấy thần niệm cẩn thận xem xét, phát hiện phượng văn ngọc bội phía trên hoa văn tựa hồ ẩn giấu đi một chút cơ hồ chôn vùi còn sót lại tin tức, trong đó tựa hồ nâng lên vật này là một loại nào đó phong ấn một bộ phận...... Hung hiểm dị thường loại hình tin tức.
[NAME]以神念仔细查看,发现凤纹玉佩上隐隐的灵气波动已经消失，毫无奇特之处了。	[NAME] Lấy thần niệm cẩn thận xem xét, phát hiện phượng văn trên ngọc bội ẩn ẩn sóng linh khí đã biến mất, không có chút nào chỗ kỳ lạ.
[NAME]以神念仔细查看,从这块黑白色的古玉中读取到一些残留的画面，似乎是当年发生事件残留的缩影。[NAME]仔细分辨，竟然从无数破裂的画面中拼凑出一个黑白难明的恐怖阴影。	[NAME] Lấy thần niệm cẩn thận xem xét, từ khối này màu trắng đen cổ ngọc bên trong đọc đến đến một chút lưu lại hình tượng, tựa hồ là năm đó phát sinh sự kiện lưu lại ảnh thu nhỏ.[NAME] Cẩn thận phân biệt, vậy mà từ vô số vỡ tan hình tượng bên trong chắp vá ra một cái đen trắng khó hiểu kinh khủng bóng ma.
[NAME]以神念仔细查看,发现黑白色的古玉上隐隐的灵气波动已经消失，毫无奇特之处了。	[NAME] Lấy thần niệm cẩn thận xem xét, phát hiện màu trắng đen cổ ngọc bên trên ẩn ẩn sóng linh khí đã biến mất, không có chút nào chỗ kỳ lạ.
[NAME]想了想，还是放下了此物。	[NAME] Nghĩ nghĩ, vẫn là buông xuống vật này.
[NAME]破坏了凤纹古玉，似乎有什么事情发生了。	[NAME] Phá hủy phượng văn cổ ngọc, tựa hồ có chuyện gì phát sinh.
[NAME]破坏了黑白色的古玉，似乎有什么事情发生了。	[NAME] Phá hủy màu trắng đen cổ ngọc, tựa hồ có chuyện gì phát sinh.
[NAME]有一丝眩晕，却又被灵气所护体，元神定而不散，只是眼前事物略有不同，好像幻境一般。	[NAME] Có một tia mê muội, nhưng lại bị linh khí chỗ hộ thể, Nguyên Thần định mà không tiêu tan, chỉ là trước mắt sự vật hơi có khác biệt, giống như huyễn cảnh.
[NAME]忽觉飘飘然，发觉工作竟是如此快乐之事！	[NAME] Chợt thấy lâng lâng, phát giác công việc đúng là vui sướng như vậy sự tình!
[NAME]忽觉飘飘然，脚下如有风，爱上了这种感觉！	[NAME] Chợt thấy lâng lâng, dưới chân như có gió, yêu loại cảm giác này!
[NAME]忽觉飘飘然，眼皮再也睁不开，只想梦中相会！	[NAME] Chợt thấy lâng lâng, mí mắt rốt cuộc không mở ra được, chỉ muốn trong mộng gặp gỡ!
[NAME]一番参悟下，从阵图中悟出了什么！	[NAME] Một phen lĩnh hội hạ, từ trận đồ bên trong ngộ ra được cái gì!
以[NAME]的阵法造诣，完全不能解读这张阵图。	Lấy [NAME] Trận pháp tạo nghệ, hoàn toàn không thể giải đọc tấm trận đồ này.
[NAME]仔细的研究了这个奇怪的物件，只觉得构成封印的能量似乎与这个世界格格不入，竟然无比排斥灵气的渗透。如果用强，甚至会导致此物彻底湮灭。正当[NAME]束手无策之际，竟然从封印的手法上发现了一丝熟悉的味道。	[NAME] Nghiên cứu cẩn thận cái này kỳ quái vật, chỉ cảm thấy cấu thành phong ấn năng lượng tựa hồ cùng thế giới này không hợp nhau, vậy mà vô cùng bài xích linh khí thẩm thấu. Nếu như dùng sức mạnh, thậm chí sẽ dẫn đến vật này triệt để chôn vùi. Đang lúc [NAME] Thúc thủ vô sách lúc, vậy mà từ phong ấn thủ pháp bên trên phát hiện một tia mùi vị quen thuộc.
[size=12][color=#000000]口…口口口…口……此物名为“沙发”，凡人以此为休憩之所，其柔软舒适，可坐可卧，确有妙用……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Vật này tên là ghế sô pha, phàm nhân coi đây là nghỉ ngơi chỗ, mềm mại thoải mái dễ chịu, nhưng ngồi nhưng nằm, thật có diệu dụng...... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……此界有些凡人颇有闲趣，竟会为宠物打造床铺，吾寻思若能送二师兄养的那只火灵猫一个猫床，想必有趣……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Giới này có chút phàm nhân rất có nhàn thú, lại sẽ vì sủng vật chế tạo giường chiếu, ta suy nghĩ nếu có thể đưa Nhị sư huynh nuôi con kia hỏa linh mèo một con mèo giường, chắc hẳn thú vị...... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……此物叫做“电灯”，以“雷霆之力”灌注可以发光照明，比烛火之流明亮不知多少，有趣有趣………口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Vật này gọi là đèn điện, lấy lôi đình chi lực quán chú có thể phát sáng chiếu sáng, so ánh nến chi lưu sáng tỏ không biết nhiều ít, thú vị thú vị......... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……这里的凡人似乎特别喜欢猫这种动物，就连地毯都画有猫爪印记，在我们世界，只有神力超群的凶兽神兽才会得人喜爱，真的不能理解……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Nơi này phàm nhân tựa hồ đặc biệt thích mèo loại động vật này, liền liền thảm đều họa có vuốt mèo ấn ký, tại chúng ta thế giới, chỉ có thần lực siêu quần hung thú Thần thú mới có thể đến người yêu thích, thật không thể lý giải...... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……此物名为“电风扇”，注入“雷霆之力”便会飞速旋转，产生凉风，虽不如灵符有效，但也让人聊以自慰……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Vật này tên là quạt điện, rót vào lôi đình chi lực liền sẽ phi tốc xoay tròn, sinh ra gió mát, dù không bằng Linh phù hữu hiệu, nhưng cũng làm cho người tạm an ủi bản thân...... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……此界凡人颇爱许愿祈祷之行为，此物名唤“祈愿灯”，便是祈祷的器具之一…有点像我们的孔明灯不是嘛？……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Giới này phàm nhân có phần yêu cầu nguyện cầu nguyện chi hành vì, vật này tên gọi cầu nguyện đèn, liền cầu nguyện khí cụ một trong... Có điểm giống chúng ta Khổng Minh đăng không phải mà?...... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……此界凡人使用“汽车”来长途奔波，此物就是所谓的“车站”，好似我们世界的驿站一般，吾见之有趣，便使了个法术偷偷摄走一座车站，给你们见识见识……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Giới này phàm nhân sử dụng ô tô tới đường dài bôn ba, vật này chính là cái gọi là nhà ga, tựa như chúng ta thế giới dịch trạm, ta gặp chi thú vị, liền sử cái pháp thuật vụng trộm thu đi một tòa nhà ga, cho các ngươi kiến thức một chút...... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……此物名为“保险箱”，凡人用来保管私密之物。说实话，真觉得没什么用……随随便便就能被打开……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Vật này tên là tủ sắt, phàm nhân dùng để đảm bảo tư mật chi vật. Nói thật, thật cảm thấy không có tác dụng gì...... Tùy tiện liền có thể bị mở ra...... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……自从修行有成，便再也没有尝试过堆雪人这种凡人的游戏了，反而被困在此界动了尘思，罢了，便将此物封印，也算留个念想……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Từ khi tu hành có thành tựu, liền không còn có thử qua đống tuyết người loại phàm nhân này trò chơi, ngược lại bị vây ở giới này động bụi nghĩ, thôi, liền đem vật này phong ấn, cũng coi như lưu cái tưởng niệm...... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……这个铁镐倒是让我想起外门弟子的那些日子，姑且留个纪念吧……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Cái này cuốc sắt ngược lại để ta nhớ tới ngoại môn đệ tử những ngày kia, tạm thời lưu cái kỷ niệm đi...... Miệng miệng miệng...... Miệng......[/color][/size]
[size=12][color=#000000]口…口口口…口……这里的凡人确实有趣，总是能在各种地方找到乐趣，比如这把叫“自宫匕首”玩具剑，哈哈……口口口……口……[/color][/size]	[size=12][color=#000000] Miệng... Miệng miệng miệng... Miệng...... Nơi này phàm nhân xác thực thú vị, luôn luôn có thể tại các loại địa phương tìm tới niềm vui thú, tỉ như thanh này gọi tự cung chủy thủ đồ chơi kiếm, ha ha...... Miệng miệng miệng...... Miệng......[/color][/size]
