ID	Name	Desc
3058	Chinh phạt · Tuyệt đỉnh Chân Tiên	Tại Thất Kiếp hoặc trở lên Chân Tiên độ khó hạ chinh phạt tất cả môn phái
3061	Trận pháp chi đạo	Lần thứ nhất học tập trận pháp bí tịch
3062	Thượng cổ trận pháp	Lần thứ nhất tập được bên trên Cổ Trận Đồ
3063	Hợp chúng vì một	Lần thứ nhất kết thành trận pháp
3064	Truyền thuyết lại xuất hiện	Lần thứ nhất kết thành thượng cổ trận pháp
3065	Thế gian đại diện	Lần thứ nhất vào ở thế gian đại diện điểm
3066	Tâm hệ thiên hạ	Vào ở tất cả thành thị cùng địa khu
3067	Nhân gian kỳ quan	Kiến tạo một cái kỳ quan
3068	Kỳ quan lầm nước	Kiến tạo qua tất cả kỳ quan
3069	Đến dân tâm người	Từ một lần chính sách sự kiện bên trong thu hoạch được vượt qua 20000 Tín đồ
3070	Chúng sinh chi thư	Tại một tòa thành thị hoặc địa khu có được vượt qua 40% Tín đồ
3071	Truyền đạo thiên hạ	Tại tất cả thành thị cùng địa khu có được vượt qua 40% Tín đồ số lượng
3072	Nhìn một chút nhìn một chút	Lần thứ nhất đấu giá
3073	Tiểu hài tử mới làm lựa chọn	Một lần đấu giá mua đồ xong
3074	Xe đạp biến môtơ	Một lần đấu giá mua xuống thần bí vật phẩm
3075	Nhặt nhạnh chỗ tốt nhất thời thoải mái	Thấp hơn giá thị trường vỗ xuống vật phẩm
3076	Ta kiếm lời sao?	Lấy 10 Lần trở lên giá thị trường vỗ xuống một kiện vật phẩm
3077	Bù đắp nhau	Lần thứ nhất cùng hành thương giao dịch
3078	Một giọt đều không thừa	Thu hoạch hành thương toàn bộ linh thạch
3079	Tát ao bắt cá	Giết chết hành thương
3080	Đưa than sưởi ấm trong ngày tuyết rơi	Để một môn phái thiếu ngươi 1 Chút nhân tình
3081	Kim bài minh hữu	Để một môn phái thiếu ngươi 10 Chút nhân tình
3082	Cứu!!!	Lần thứ nhất thuê đệ tử
3083	Người người đều dâng ra một điểm yêu	Đồng thời thuê 4 Cái môn phái khác đệ tử
3084	Hợp ý	Bái sơn lúc đưa tặng chưởng môn vật trong lòng
3085	Thế giới rất lớn	Lần thứ nhất tiến vào dã ngoại địa đồ
3086	Ta liền nhìn xem	Lần thứ nhất gia nhập môn phái địa đồ
3087	Đều là ta	Lần thứ nhất tại dã ngoại địa đồ nhặt vật phẩm
3088	Đến đều tới	Tại môn phái địa đồ lấy ẩn nấp trạng thái cầm lấy bảo vật
3089	Chinh phạt: Đan hà động thiên	Chinh phạt đan hà động thiên thành công
3090	Chinh phạt: Côn Luân cung	Chinh phạt Côn Luân cung thành công
3091	Chinh phạt: Cực Thiên Cung	Chinh phạt cực Thiên Cung thành công
3092	Chinh phạt: Tử Tiêu tông	Chinh phạt Tử Tiêu tông thành công
3093	Chinh phạt: Huyền Nhất đạo	Chinh phạt Huyền Nhất đạo thành công
3094	Chinh phạt: Thanh Liên Kiếm Tông	Chinh phạt Thanh Liên Kiếm Tông thành công
3095	Chinh phạt: Tê Hà động thiên	Chinh phạt Tê Hà động thiên thành công
3096	Chinh phạt: Bách Man Sơn	Chinh phạt Bách Man Sơn thành công
3097	Chinh phạt: Bảy thiên ổ	Chinh phạt bảy thiên ổ thành công
3098	Chinh phạt: Thất Sát Ma Cung	Chinh phạt Thất Sát Ma Cung thành công
3099	Chinh phạt: Hợp Hoan phái	Chinh phạt Hợp Hoan phái thành công
3100	Chinh phạt: Vạn Yêu Điện	Chinh phạt vạn Yêu Điện thành công
3101	Chinh phạt thiên hạ	Chinh phạt toàn bộ môn phái
3102	Nhân giới chí tôn	Chinh phạt tất cả môn phái cũng tại tất cả thành thị cùng địa khu có được vượt qua 40% Tín đồ số lượng
3103	Bằng hữu dừng bước	Lần thứ nhất cùng người xã giao
3104	Cũng không dễ dàng	Lần đầu tiên giải được một người chấp niệm
3105	Chơi tâm a	Lần thứ nhất phá vỡ tâm phòng
3106	Đạo hữu mời tới bên này	Lần thứ nhất mời người khác đến chúng ta phái
3107	Chân tướng hiển hiện	Phá giải một hạng bí ẩn
3108	Linh sủng: Thần khuyển	Thu hoạch được thần khuyển
3109	Linh sủng: Linh Hồ	Thu hoạch được Linh Hồ
3110	Linh sủng: Phù rồng	Thu hoạch được phù rồng
3111	Linh sủng: Huyền Phượng	Thu hoạch được Huyền Phượng
3112	Lớn lên rồi!	Đem tùy ý một cái linh sủng bồi dưỡng đến hoàn toàn thể
3113	Cho ta biến!	Cho một con dã thú khai trí
3114	Biến hóa: Năm trí	Để một cái có được 5 Cái trở lên linh trí mảnh vỡ yêu tộc vượt qua Hóa Hình Thiên Kiếp
3115	Biến hóa: Bảy trí	Để một cái có được 7 Cái trở lên linh trí mảnh vỡ yêu tộc vượt qua Hóa Hình Thiên Kiếp
3116	Biến hóa: Chín trí	Để một cái có được 9 Cái trở lên linh trí mảnh vỡ yêu tộc vượt qua Hóa Hình Thiên Kiếp
3117	Thông hiểu thiên đạo	Vượt qua 5 Lần đạo hạnh chi kiếp
3118	Thọ cùng trời đất	Vượt qua 5 Lần tuổi thọ chi kiếp
3119	Lập ta hương hỏa	Tại một tòa thành thị thiết lập tín ngưỡng pho tượng cũng cùng một cái thần tu liên quan
3120	Phong Ngô hộ pháp	Thiết lập một cái hộ pháp
3121	Từ ta đại đạo	Thu được một cái hạch tâm tín đồ
3122	Phù hộ ta tín đồ	Tại lắng nghe nguyện vọng lúc thỏa mãn một cái tín đồ màu cam nguyện vọng
3123	Tố ta Thánh khí	Đem một cái tín ngưỡng thánh vật lên tới 15 Giai
3124	Tích ta thần quốc	Lợi dụng trảm niệm cướp khuếch trương 1 Thứ thần nước
3125	Linh ta tâm cảnh	Thần tu tâm cảnh đạt tới cảnh giới tối cao
3126	Nguyện: Cửu thiên	Tập được 《 Cửu thiên ứng nguyên tiếng sấm phổ hóa ngọc thư 》
3127	Mở: Cửu thiên	Lấy 《 Cửu thiên ứng nguyên tiếng sấm phổ hóa ngọc thư 》 Mở thần quốc
3128	Viên mãn: Cửu thiên	Lấy 《 Cửu thiên ứng nguyên tiếng sấm phổ hóa ngọc thư 》 Mở thần quốc lúc liền đạt tới 48 Viên mãn
3129	Thành tựu: Cửu thiên	Lấy 《 Cửu thiên ứng nguyên tiếng sấm phổ hóa ngọc thư 》 Phi thăng
3130	Nguyện: Tám bộ	Tập được 《 Chư thiên tám bộ thành tựu pháp 》
3131	Mở: Tám bộ	Lấy 《 Chư thiên tám bộ thành tựu pháp 》 Mở thần quốc
3132	Viên mãn: Tám bộ	Lấy 《 Chư thiên tám bộ thành tựu pháp 》 Mở thần quốc lúc liền đạt tới 48 Viên mãn
3133	Thành tựu: Tám bộ	Lấy 《 Chư thiên tám bộ thành tựu pháp 》 Phi thăng
3134	Nguyện: U Minh	Tập được 《 U Minh thập phương Thái Ất cứu khổ trải qua 》
3135	Mở: U Minh	Lấy 《 U Minh thập phương Thái Ất cứu khổ trải qua 》 Mở thần quốc
3136	Viên mãn: U Minh	Lấy 《 U Minh thập phương Thái Ất cứu khổ trải qua 》 Mở thần quốc lúc liền đạt tới 48 Viên mãn
3137	Thành tựu: U Minh	Lấy 《 U Minh thập phương Thái Ất cứu khổ trải qua 》 Phi thăng
3138	Thiên địa tinh hoa: Thái hư tinh hoa	Thông qua thổ nạp thu hoạch được thái hư tinh hoa
3139	Thiên địa tinh hoa: Huyền Thiên tử khí	Thông qua thổ nạp thu hoạch được Huyền Thiên tử khí
3140	Thiên địa tinh hoa: Cửu Dương thật hoa	Thông qua thổ nạp thu hoạch được Cửu Dương thật hoa
3141	Thiên địa tinh hoa: Huyền Nguyệt thật tinh	Thông qua thổ nạp thu hoạch được Huyền Nguyệt thật tinh
3142	Thăng hoa chi thể	Lần thứ nhất kích hoạt bí thể
3143	Thiên chuy bách luyện	Bách luyện đạt tới 100 Tầng
3144	Lấy lực nhập đạo: Hình ý	Tập được 《 Thái Cổ hình ý lục hợp chân thể 》
3145	Phá toái hư không: Hình ý	Lấy 《 Thái Cổ hình ý lục hợp chân thể 》 Phi thăng
3146	Lấy lực nhập đạo: Rất cực	Tập được 《 Rất cực Kim Thân 》
3147	Phá toái hư không: Rất cực	Lấy 《 Rất cực Kim Thân 》 Phi thăng
3148	Lấy lực nhập đạo: Yêu Tổ	Tập được 《 Yêu Tổ Thánh thể 》
3149	Phá toái hư không: Yêu Tổ	Lấy 《 Yêu Tổ Thánh thể 》 Phi thăng
3150	Lấy lực nhập đạo: Bại diệt	Tập được 《 Bại diệt tà thể 》
3151	Phá toái hư không: Bại diệt	Lấy 《 Bại diệt tà thể 》 Phi thăng
3152	Cùng đi tu tiên đi!	Thu hoạch được linh sủng xây một chút cùng Tiên Tiên
3153	Chân Tiên cuồn cuộn	Để một con mạch biến hóa làm người, cũng để kỳ thành công phi thăng
3154	Một con cá	Câu đi lên 1 Con cá
3155	Trăm đầu cá	Câu đi lên 100 Con cá
3156	Ngàn đầu cá	Câu đi lên 1000 Con cá
3157	Vạn cái cá	Câu đi lên 10000 Con cá
3158	Người nguyện mắc câu	Câu đi lên một cái động vật
3159	Liền quyết định là ngươi!	Câu đi lên một con yêu thú
3160	Sáng lóng lánh	Câu được một viên linh thạch
3161	Bắt cá đạt nhân	Câu đi lên tất cả chủng loại cá
3162	Câu côn người	Câu đi lên một đầu nặng đến 25 Cân cá
3163	Chân Vũ huyền cơ	Tại trong Tử Tiêu Cung thu hoạch được tất cả bi văn bí tàng.
3164	Âm dương tương hợp	Thu hoạch được linh sủng Huyền Vũ mầm mầm.
3165	Chân truyền: Huyền Thiên	Lấy 150% Trở lên xứng đôi độ tu luyện 《 Huyền Thiên Chân Vũ Lưỡng Nghi diệu đạo 》
3166	Nhất phẩm: Huyền Thiên	Lấy 《 Huyền Thiên Chân Vũ Lưỡng Nghi diệu đạo 》 Công pháp kết thành nhất phẩm Kim Đan
3167	Đắc đạo: Huyền Thiên	Lấy 《 Huyền Thiên Chân Vũ Lưỡng Nghi diệu đạo 》 Công pháp phi thăng
