ID	Name	Desc
84	Tiểu Thâu	[NAME] Có phụ thân là một tên lưu manh, trầm mê đánh bạc, lấy trộm cắp mà sống. Mưa dầm thấm đất hạ, [NAME] Cũng từ nhỏ nhiễm lên không làm mà hưởng, hết ăn lại nằm tính tình, cũng thành một tên trộm.\n[IT] Sinh ra một bộ tốt túi da, tốt đẹp bề ngoài buông lỏng người khác cảnh giác. Bởi vậy, tuổi còn nhỏ [IT] Có thể nhiều lần đắc thủ.
85	Tiểu Thâu	[NAME] Khi còn bé bị lừa bán, bị một cái ăn cắp đội bức hiếp trở thành tiểu thâu.\n Tại một lần trộm cắp bên trong, [IT] Đem cầu cứu tờ giấy để vào mục tiêu túi, cũng thành công gây nên quan phủ chú ý. Ăn cắp đội bị một mẻ hốt gọn, [IT] Cũng thành công thoát ly khổ hải.
86	Tàn Tật Hài Đồng	[NAME] Khi còn bé bị lợn rừng gặm được một lỗ tai cùng một cái cánh tay. Mặc dù [IT] May mắn sống tiếp được, nhưng lại rơi tàn tật suốt đời.\n[IT] Cũng không vì thế nhụt chí, gấp trăm lần khắc khổ huấn luyện mình. Tại mười tuổi lúc, hắn cho là mình tu luyện có thành tựu, liền đi trong núi tìm lợn rừng báo thù. Lần này, [IT] Bị đụng gãy hai chân.[IT] Từ đây không gượng dậy nổi.
87	Tàn Tật Hài Đồng	[NAME] Bị một loại quái bệnh, [IT] Từ mười tuổi bắt đầu liền không lại trưởng thành, cái này khiến [IT] Nhìn qua vĩnh viễn như cái hài tử.\n Cái này quái bệnh cho [IT] Mang đến rất nhiều phiền phức, [IT] Không cách nào giống người trưởng thành như thế nuôi sống mình, cũng rất khó chiếm được [IT] Người tán đồng.
88	Ách Ba	[NAME] Khi còn bé qua được một lần sốt cao, cháy hỏng đầu. Cái này khiến [ITS] Trí lực có vẻ hơi thấp, đồng thời đã mất đi mở miệng nói chuyện năng lực.\n[IT] Vì thế sầu não uất ức, cả ngày tự giam mình ở cầm kỳ thư họa thế giới gây tê mình.
89	Thế Tử Chi Thân	[NAME] Vốn là phủ tướng quân người gác cổng hài tử. Tại [IT] Mười tuổi năm đó, tướng quân bởi vì chính trị vòng xoáy mà bị ép hại xét nhà. Vì kéo dài huyết mạch, tướng quân để [NAME] Thay mận đổi đào, thay thiếu gia đi chết.\n[NAME] Không cam tâm chết đi như thế, [IT] Thừa dịp loạn giết chết thiếu gia, cũng nhờ ánh lửa thoát đi phủ tướng quân.
90	Ngoại Môn Đồng Tử	[NAME] Sinh ra ở một cái gọi năm dặm câu tiểu trấn, tiểu trấn phụ cận có một cái gọi là Thất Huyền môn tiểu môn phái.[NAME] Từ nhỏ đã được tuyển chọn đương ngoại môn đệ tử.\n Mặc dù [IT] Về sau bị trục xuất môn phái, nhưng là mấy năm ngoại môn đệ tử kiếp sống để [IT] Đối với tu hành có sơ bộ hiểu rõ.
91	Dược Đồng	[NAME] Tại một cái lão lang trung thủ hạ làm việc, phụ trách giúp lão lang trung bốc thuốc phối dược đánh một chút ra tay.\n Tại một lần trị liệu bên trong, [IT] Bắt lộn phân lượng, đưa đến bệnh nhân bệnh tình tăng thêm, kém chút mất đi tính mệnh.[NAME] Bởi vậy bị lão lang trung trục xuất tiệm thuốc.
92	Dược Quán Tử	[NAME] Là cái trẻ sinh non đồng, [IT] Tiên thiên người yếu, thường xuyên sinh bệnh, mà lại cho dù là bệnh nhẹ nhỏ đau nhức đều dây dưa hồi lâu, rất khó chữa trị. Bởi vậy, [NAME] Tuổi thơ cơ hồ là đang ăn trong dược vượt qua.
93	Tuyết Nguyên Thiếu Niên	[NAME] Sinh ra ở bắc bộ biên cảnh một cái thôn xóm. Nơi đó quanh năm tuyết lớn bao trùm, thôn dân lấy đục băng bắt cá, cánh đồng tuyết đi săn mà sống.\n[NAME] Tuổi còn nhỏ liền triển lộ ra hơn người đi săn thiên phú.[IT] Khi còn bé liền thường xuyên một thân một mình tại cánh đồng tuyết săn đuổi thỏ tuyết, Tuyết Hồ chờ cỡ nhỏ con mồi.
94	Qua Bích Lưu Lãng Nhi	[NAME] Sinh ra ở sa mạc một cái thành trấn. Khi còn bé, một trận siêu cấp lớn bão cát nuốt sống [ITS] Cố hương.[IT] Đi theo mấy người sống sót bước lên lang thang đường xá.\n Tại lang thang thời gian mấy năm bên trong, [IT] Thường thấy sinh tử cùng nhân tính, cái này khiến [IT] Với cái thế giới này đã mất đi hi vọng.
95	Thủy Hương Hài Tử	[NAME] Sinh ra ở một cái Giang Nam vùng sông nước, [ITS] Cố hương là một cái tọa lạc tại trên sông thị trấn. Phòng ốc ở giữa lấy thủy đạo tương liên, riêng có phong tình.\n[NAME] Nhà mở có một nhà tiệm tạp hóa.[IT] Khi còn bé mỗi ngày đều biết chèo thuyền chở hàng hóa vượt thành một tuần, hỗ trợ buôn bán.
96	Sơn Trung Thiếu Niên	[NAME] Là đại sơn hài tử, từ nhỏ đã đi theo ca ca trong núi trèo đèo lội suối, leo cây xuống sông.\n[NAME] Khi còn bé thích nhất hoạt động chính là trời mưa sau đi trên núi hái mộc nhĩ cây nấm, [IT] Mỗi lần đều so ca ca hái nhiều lại tốt.
97	Thiếu Niên Thần Tương	[NAME] Là xích diễm quân thiếu niên tướng quân, tuổi nhỏ thời điểm liền võ công cái thế.\n Về sau xích diễm quân bị người hãm hại, toàn quân bị diệt.[IT] Tại chúng tướng sĩ bảo vệ dưới đào thoát tính mệnh, nhưng cũng bất hạnh thân trúng kỳ độc.
98	Thần Cách Chi Mệnh	[NAME] Lúc sinh ra đời mẫu thân khó sinh mà chết, vừa ra sinh, khắp cả người thơm ngát, tuy là ngày xuân, toàn thành hoa tươi nhưng trong nháy mắt tàn lụi, dẫn vì không rõ.\n[NAME] Bởi vì thể chất đặc thù, đặc biệt dễ dàng hấp dẫn quỷ quái.[IT] Khi còn bé từng gặp được một cao tăng, cao tăng cho [IT] Một chuỗi phật châu cùng một trương chó đen da áo choàng, vô luận cử chỉ ngồi nằm đều tùy thân mang theo lấy che đậy khí tức, [IT] Mới bình an lớn lên.
99	Vũ Thuật Thế Gia	[NAME] Phụ thân vốn là gia tộc đệ nhất cao thủ, mà ở một lần trọng yếu khi luận võ vì gia tộc hi sinh, biến thành tàn phế.[IT] Đem toàn bộ hi vọng trút xuống tại con của mình trên thân. Đáng tiếc [NAME] Thiên tư, tiến bộ chậm chạp.\n Tại một lần kỳ ngộ hạ, [NAME] Từ một đầm thần bí trong nước hồ đạt được một khối thạch phù, tại thạch phù trợ giúp hạ, [ITS] Tu vi phi tốc đề cao, trở thành gia tộc thiên tài.
100	Thiên Sinh Thần Lực	[NAME] Trời sinh lực lớn vô cùng, tại [IT]8 Tuổi lúc liền có được không kém gì trưởng thành khí lực, có thể huy động thiết chùy, di chuyển tảng đá lớn.\n[IT] Cũng không cô phụ thiên phú của mình, ngược lại gấp bội luyện tập, cái này khiến [ITS] Lực lượng viễn siêu người đồng lứa.
501	Giang Hồ Đại Hiệp	[NAME] Thân phụ võ nghệ, tại trong thế tục làm qua một đoạn cướp phú tế bần hiệp khách. Tại một lần quyết đấu bên trong, địch nhân tại [IT] Trên mặt lưu lại một đạo hẹp dài mặt sẹo, để [IT] Nhìn mười phần hung ác.
502	Nữ Hiệp	[NAME] Thân phụ võ nghệ, tại trong thế tục làm qua một đoạn cướp phú tế bần hiệp khách. Lành nghề hiệp quá trình bên trong, [ITS] Cộng tác vì cứu [IT] Mà chết.[IT] Cũng bởi vậy nản lòng thoái chí, rời khỏi giang hồ.
503	Thối Hưu Tiêu Sư	[NAME] Là một người tiêu sư, thẳng đến [IT] Tại một lần hộ tiêu quá trình bên trong đầu gối trúng một tiễn.
504	Địa Chủ Ác Nô	[NAME] Là một cái địa chủ thủ hạ ác nô. Lâu dài lấn yếu sợ mạnh để [IT] Hiểu được xem xét thời thế trọng yếu.\n Nhưng mà rốt cục có một lần, [IT] Vẫn là đắc tội không nên đắc tội người, bởi vậy [IT] Đi lên đào vong con đường.
505	Đồ Phu	[NAME] Trước đây là một cái đồ tể, lấy đồ tể các loại súc vật mà sống. Thô trọng việc tốn thể lực để [ITS] Thể trạng cường tráng mà hữu lực. Lâu dài tàn sát để [IT] Quen thuộc huyết tinh cùng tử vong.
506	Nông Phu	[NAME] Là cái nông dân, đối việc nặng sống lại thuận buồm xuôi gió. Nhưng nghèo khó sinh hoạt cùng cường độ cao công việc phá vỡ [ITS] Thân thể cùng tâm linh.
507	Thủ Nghệ Nhân	[NAME] Tập được một thân tay nghề, cũng coi đây là sinh. Bởi vì công việc cần, [IT] Có được một đôi xảo thủ.
508	Mã Tặc	[NAME] Bức bách tại sinh kế biến thành mã tặc, đầu đao liếm máu sinh hoạt để [IT] Dưỡng thành tận hưởng lạc thú trước mắt, hung tàn lãnh huyết tính cách. Nhưng là loại này ăn bữa hôm lo bữa mai sinh hoạt cũng làm cho [IT] Lòng sinh chán nản. Tại một lần quan phủ vây quét bên trong, [IT] Bị mất một cái cánh tay, cũng nhờ vào đó thoát ly tổ chức.
509	Trà Quán Hỏa Kế	[NAME] Một mực tại một cái quán trà đương hỏa kế, tầng dưới chót sinh hoạt để [IT] Biết rõ làm hắn vui lòng người phương pháp. Mưa dầm thấm đất hạ, cũng làm cho [IT] Hiểu sơ nấu nướng.
510	Thuyết Thư Nhân	[NAME] Kế thừa một cái người kể chuyện y bát, [IT] Nắm tọa kỵ của mình: Một đầu con lừa, bốn phía du hành, cũng lấy thuyết thư kiếm lấy sinh tồn cần thiết tài nguyên.
511	Trạng Nguyên	[NAME] Tại đã từng khoa cử trúng qua Trạng Nguyên, trình độ văn hóa khá cao. Bất quá [IT] Lại yêu quý nông sự, thậm chí vì thế từ quan quy ẩn điền viên.
512	Nghĩa Quân Lĩnh Tụ	[NAME] Đã từng là nghĩa quân lãnh tụ, vì lật đổ mục nát quốc gia mà bôn tẩu phấn đấu. Nhưng mà cuối cùng, [IT] Chỗ bộ đội lại bởi vì nội đấu mà giải tán.
513	Nghĩa Quân Thành Viên	[NAME] Đã từng tham gia nghĩa quân, quân lữ kiếp sống để [IT] Thể trạng cường tráng. Cách mạng tín niệm để [IT] Ý chí kiên định.
514	Bạn Đảng Lĩnh Tụ	[NAME] Là phản quân lãnh tụ, [IT] Tinh thông chỉ huy, trì hạ tàn bạo mà lãnh khốc, suất lĩnh lấy thủ hạ một bên cướp bóc đốt giết, một bên cùng triều đình quân đội quần nhau. Tại một lần trong chiến dịch, [ITS] Bộ đội bị vây quét, [NAME] May mắn lưu lại một cái mạng.
515	Bạn Đảng Thành Viên	[NAME] Bởi vì bất mãn kếch xù thuế má mà gia nhập phản đảng. Nhưng mà phản quân cướp bóc đốt giết tác phong làm việc để [IT] Không thể nhịn được nữa. Tại một cái trong đêm, [IT] Giết chết cùng đội mấy cái việc ác bất tận binh lính càn quấy sau trong đêm trốn đi.
516	Đào Phạm	[NAME] Là vượt ngục đào phạm, mấy năm lẩn trốn kiếp sống để [ITS] Tinh thần cực độ mẫn cảm cùng khẩn trương. Cái này khiến [ITS] Cảm xúc phản ứng kịch liệt hơn, cũng làm cho [ITS] Phản ứng càng nhạy cảm.
517	Nhân Đồ	[NAME] Là một hung tàn đao phủ, phụ trách xử quyết tử hình phạm nhân. Trên tay vô số huyết tinh để [ITS] Nội tâm như sắt đá.
518	Tà Phái Trảo Nha	[NAME] Là một cái tà phái tại thế gian người đại diện, phụ trách giáo phái tại thế gian sinh ý cùng liên lạc. Mặc dù [IT] Hoàn toàn không có bị truyền thụ phương pháp tu luyện, nhưng cũng nhiều nhiều ít ít kiến thức rất nhiều linh dị.
519	Y Quán Lang Trung	[NAME] Là một nhà y quán lang trung, mặc dù [IT] Y thuật cũng không tính cao siêu, nhưng là đối phó nhỏ tật bệnh vẫn là dễ như trở bàn tay.
520	Chiến Địa Lang Trung	[NAME] Là quân đội bên trong tùy hành bác sĩ, [ITS] Y thuật tinh xảo, đồng thời theo quân kiếp sống để [IT] Có được quân nhân ý chí.
521	Du Phương Lang Trung	[NAME] Là một hành tẩu giang hồ vân du bốn phương lang trung, [IT] Yêu quý y thuật, lấy cứu chữa tổn thương hoạn làm nhiệm vụ của mình. Đại giang nam bắc du lịch để [IT] Kiến thức rộng rãi, cũng ma luyện ra [ITS] Một thân y thuật.
522	Thú Y	[NAME] Là một bác sỹ thú y, mặc dù cũng có thể trị người, nhưng [ITS] Trị liệu thủ pháp rất thô kệch mà không câu nệ tiểu tiết.
523	Mã Đầu Thiêu Phu	[NAME] Là bến tàu khuân vác, nặng nề công việc để [ITS] Thể trạng cường tráng, lực lượng rất lớn. Nhưng cái này cũng tiêu hao [ITS] Thân thể.
524	Thiêu Sơn Công	[NAME] Là chọn núi công, nặng nề công việc để [ITS] Thể trạng cường tráng lực lượng rất lớn. Mà thường xuyên đi đường núi lại để cho [IT] Có được rất cao cân bằng tính. Nhưng cái này cũng tiêu hao [ITS] Thân thể.
525	Vũ Quán Giáo Tập	[NAME] Là võ quán giáo tập, [ITS] Thân thủ không tệ, ngay tại chỗ có được rất không tệ thanh danh.\n Lại một lần nữa dạy bảo bên trong, [IT] Thất thủ mò tới có quyền thế nữ đồ đệ bộ ngực mà bị khu trục, đã mất đi tất cả tài sản cùng thân phận.
526	Tư Thục Tiên Sinh	[NAME] Là tư thục tiên sinh, [ITS] Học vấn cao thâm, nhưng bởi vì tính cách nghiêm túc mà lại mười phần truyền thống, bởi vậy rất không được học sinh yêu thích. Tại một lần khoa cử trong cuộc thi, [IT] Bắt được một quý tộc gian lận. Sau đó liền bị trả thù, bị đánh gãy một cái chân.
527	Sơn Địa Liệp Nhân	[NAME] Là một vùng núi thợ săn, [ITS] Thân thủ mạnh mẽ, giỏi về lợi dụng cạm bẫy đi săn động vật.[IT] Có một đầu trung tâm chó săn cộng tác.
528	Băng Nguyên Liệp Nhân	[NAME] Là một băng nguyên thợ săn.[IT] Thể trạng phi thường cường tráng, có thể tại băng thiên tuyết địa bên trong mình trần chạy mà chưa phát giác rét lạnh.
529	Du Mục Liệp Nhân	[NAME] Là một thảo nguyên du mục thợ săn, lâu dài ngủ ngoài trời hoang dã để [IT] Không cách nào tiến vào ngủ say.
530	Ngự Dụng Liệp Nhân	[NAME] Là một hoàng thất ngự dụng thợ săn, phụ trách dạy bảo hoàng thất tử đệ đi săn kỹ xảo.[ITS] Kỹ thuật siêu quần, giỏi về giao tế, nhưng hoàng thất sinh hoạt cũng làm cho [IT] Xuyên thấu lấy đồ ăn có mãnh liệt nhu cầu.
531	Môi Bà	[NAME] Biết ăn nói, thích nhất tham gia láng giềng ở giữa bát quái việc vặt vãnh.[IT] Nóng lòng cho vừa độ tuổi người trẻ tuổi đáp cầu dắt mối, là mười dặm tám hương nổi danh bà mối.
532	Mạc Liêu	[NAME] Là một theo quân phụ tá, [IT] Mặc dù không gọi được túc trí đa mưu, nhưng cẩn thận chặt chẽ tính cách cũng làm cho [IT] Nhiều lần nhìn thấu địch nhân mai phục cùng kế sách. Cái này khiến [IT] Hơi có một chút tự đắc.
533	Bộ Khoái	[NAME] Là một bộ khoái, phụ trách bắt tội phạm. Tại nhiều năm bộ khoái kiếp sống bên trong, [IT] Đắc tội rất nhiều cừu gia, cũng rơi xuống một thân tổn thương bệnh.
534	Tương Mệnh	[NAME] Trà trộn chợ búa, cấp cho người đoán mệnh mà sống.[IT] Cũng không có cái gì công phu thật, chỉ là dựa vào há miệng ăn nói lung tung. Chỉ là nhiều năm chợ búa kinh lịch để [IT] Ánh mắt sắc bén, thường thường có thể đem tình huống nói tám chín phần mười.
535	Đan Thanh	[NAME] Là cái bút mực thợ thủ công, am hiểu vẽ cảnh vẽ người.[IT] Tại gia tộc kinh doanh có một gian thư hoạ cửa hàng, cấp cho các hương thân mai táng gả cưới họa chút tranh chữ mà sống.
536	Hỏa Đầu Binh	[NAME] Là một theo quân đầu bếp.[IT] Quen thuộc nồi lớn nấu cơm, làm ra đồ vật hương vị không quá có thể trông cậy vào, nhưng là tốc độ kinh người, có thể rất nhanh làm xong đại lượng đồ ăn.
537	Mã Phu	[NAME] Tại một cái chuồng ngựa bên trong nào đó sinh hoạt.[IT] Phụ trách mỗi ngày cho mấy trăm con ngựa chặt cỏ, cho ăn.\n Ngày qua ngày lặp lại sinh hoạt để [IT] Rất cảm thấy không thú vị, [IT] Thường xuyên một bên nuôi ngựa một bên ảo tưởng những cái kia chí quái trong tiểu thuyết thần kỳ cố sự.
538	Phóng Mục Nhân	[NAME] Là một cái thảo nguyên bộ lạc thành viên.[IT] Trời sinh một bộ tốt thị lực, bởi vậy được an bài vì bộ lạc chăn thả người.\n Mỗi ngày chăn thả nhiệm vụ mười phần nặng nề, ngoại trừ phòng ngừa súc sinh lạc đường, còn muốn phòng bị xâm chiếm dã thú. Cái này khiến [NAME] Thân thủ trở nên mười phần thoăn thoắt.
539	Lộng Triều Nhi	[NAME] Là một lộng triều nhân, hàng năm con nước tiến đến, [IT] Liền sẽ thi triển kỹ xảo của mình tại triều đầu tranh phong, dùng cái này lấy lòng quan to hiển quý. Mà tại cái khác thời gian, [IT] Liền nhất định phải khắc khổ rèn luyện, duy trì trạng thái của mình, để tránh tại năm sau con nước lúc thất sủng, thậm chí mất đi tính mạng.
540	Phong Thủy Sư	[NAME] Là một phong thủy đại sư, [IT] Danh khắp thiên hạ, cho vô số quan lại quyền quý tuyển qua âm trạch dương trạch. Thậm chí đương triều Hoàng tộc đều từng thuê [IT] Vì cố vấn.
541	Thần Trù	[NAME] Là một nhà danh khắp thiên hạ nhà hàng đầu bếp.[ITS] Trù nghệ cao siêu, truyền thuyết từng trong mộng bị tiên nhân đưa đến tiên giới nấu nướng mỹ thực.
542	Công Đầu	[NAME] Là triều đình ở địa phương một công giám, [IT] Rất có năng lực, bị ủy nhiệm cho Hoàng đế tu kiến một tòa xa hoa hành cung. Nhưng làm người hà khắc, thường xuyên hợp người làm cực hình, thậm chí làm ra qua không ít người mệnh.
543	Kiến Trúc Gia	[NAME] Lúc tuổi còn trẻ liền thành tên trứ danh kiến trúc nhà, sư tòng thiên hạ nổi danh kiến trúc đại sư học tập kiến trúc chi thuật.\n Tại [IT] Học nghệ quá trình bên trong, liền đã từng tự tay phụ trách một tòa vương phủ lâm viên thiết kế cùng kiến trúc, từ đây vang danh thiên hạ.
544	Tạp Kỹ Giả	[NAME] Là một gánh xiếc người, [IT] Cùng mình đồng bạn ở các nơi du đãng diễn xuất, biểu diễn một chút tinh xảo kỹ nghệ mưu sinh. Nhiều năm diễn nghệ kiếp sống để [IT] Có được vượt qua thường nhân chuyên chú lực, [IT] Có thể tại đầy trời lớn tiếng khen hay bên trong không chút nào phân tâm, cũng tiến hành mạo hiểm động tác biểu diễn.
545	Vũ Xà Nhân	[NAME] Tổ tiên truyền xuống cao siêu múa xà kỹ nghệ, [IT] Từ nhỏ nuôi một con kịch độc Thanh Xà, cũng có thể cùng tiến hành thân mật giao lưu.[IT] Dựa vào phần này kỹ xảo mưu sinh, thậm chí tránh thoát một lần đồng hành ở giữa báo thù.
546	Sái Hầu Nhân	[NAME] Là cái khỉ làm xiếc nghệ nhân, [IT] Từ nhỏ khổ luyện gia truyền một bộ Đả Hầu Tiên tuyệt tích, thân thủ linh hoạt, võ nghệ siêu quần.\n Tại một lần biểu diễn bên trong, [ITS] Hầu tử đắc tội một cái du côn. Vì cứu hầu tử mà bị du côn gọi người vây công, mù một con mắt.
547	Khách Sạn Lão Bản	[NAME] Tại biên cương kinh doanh có một cái khách sạn, bởi vì chỗ yếu đạo, cho nên sinh ý còn có thể. Chỉ là người lui tới nhiều lại tạp, kiểu gì cũng sẽ phát sinh một chút nháo sự phá quán tình huống.\n Vì ứng phó những tình huống này, [NAME] Thuê rất nhiều tay chân, mình cũng tận khả năng học được một chút quyền cước phòng thân.
548	Tục Gia Tín Đồ	[NAME] Trải qua mười phần nghèo khó sinh hoạt, cái này khiến [IT] Cả ngày đắm chìm trong trong thống khổ. Vì tại trong thống khổ tìm tới một tia tâm linh dựa vào, [NAME] Trở thành một tục gia tín đồ, triệt để quy y nội tâm của mình, cũng từ đó tìm được bình tĩnh.
549	Khất Cái	[NAME] Vốn là một kiến trúc sư, có một cái mỹ mãn gia đình, cũng có chút tích súc. Nhưng là một lần ngẫu nhiên kinh lịch để [IT] Say mê đánh bạc, cái này khiến [IT] Táng gia bại sản, thê ly tử tán, cuối cùng biến thành tên ăn mày.
550	Lãng Tử	[NAME] Gia học uyên thâm, là thư hương về sau. Thế nhưng là [IT] Lại chán ghét trong nhà cho [IT] An bài khảo thủ công danh nhân sinh quỹ tích. Vì thế [IT] Vụng trộm luyện tập võ nghệ, rời nhà trốn đi, trở thành một du lịch tại sĩ lâm cùng giang hồ ở giữa lãng tử.
551	Thanh Quan Nhân	[NAME] Vốn là tướng quân chi nữ, bởi vì cha cuốn vào phản đảng phân tranh mà cửa nát nhà tan, lưu lạc phong trần.\n[IT] Bởi vì mới sắc đều tốt mà có thể trở thành một thanh quan nhân, không cần ủy thân đãi khách. Nhưng là ăn bữa hôm lo bữa mai sinh hoạt để [IT] Rất cảm thấy tuyệt vọng.
552	Hí Tử	[NAME] Dung mạo đẹp đẽ, có thể được tuyển chọn trở thành một con hát. Theo [IT] Danh khí biến lớn, [IT] Có thể tiến vào một chút quan to hiển quý phủ đệ biểu diễn, cái này khiến [IT] Nếm đến một loại khác sinh hoạt tư vị.[IT] Bắt đầu trở nên hiệu quả và lợi ích, muốn trèo lên một trận phú quý đến thoát khỏi con hát thân phận.
553	Yên Hoa Nữ Tử	[NAME] Từ nhỏ bị phụ thân bán đi trả nợ, cho nên lưu lạc pháo hoa rượu ngõ hẻm trong.\n Nhiều năm trà trộn phong trần, [IT] Thường thấy thế gian đủ loại trò hề. Nhưng [IT] Ở sâu trong nội tâm y nguyên tin tưởng tương lai.
554	Dưỡng Phong Nhân	[NAME] Là một nuôi ong người, [IT] Tính tình hướng ngoại, biết ăn nói, [ITS] Khẩu tài để rất nhiều người tin tưởng [IT] Chỗ bán mật ong so với bình thường mật ong khỏe mạnh hơn, thậm chí có thể kéo dài tuổi thọ. Bởi vậy, không ít nơi khác người đều sẽ chuyên đến đây mua [ITS] Mật ong.
555	Vũ Nữ	[NAME] Là một vũ nữ, là một cái gánh hát rong trụ cột.[IT] Có rất thương tâm quá khứ, bởi vậy đem cái này ban tử trở thành tình cảm của mình ký thác, trút xuống đại lượng tâm huyết.
556	Tiêm Phu	[NAME] Chưa từng đi học, chỉ có một thân khí lực [IT] Tại đường sông bên trên mưu đến một phần người kéo thuyền công việc mà sống. Bởi vì đầu óc không quá linh quang, [IT] Tổng bị người khác khi dễ, nhưng [IT] Thậm chí không thể phát giác người khác đang khi dễ [IT], cả ngày cười ngây ngô.
557	Trướng Phòng	[NAME] Cho một cái Đại Thương hào quản sổ sách, [ITS] Công việc mười phần nặng nề, cả ngày đang tính kế khổng lồ tiền tài lưu động biến hóa. Trừ cái đó ra, ứng phó các phương xin cùng yêu cầu cũng làm cho [IT] Lo lắng hết lòng.
558	Hộ Viện	[NAME] Vì báo đáp ân cứu mạng, cho nơi đó nổi danh đại thiện nhân đương hộ viện.[IT] Vì công việc tận tâm tận lực, thường xuyên trắng đêm không ngủ tuần tra bảo vệ.\n Tại một lần nguy cấp tình huống dưới, [IT] Vì mình cố chủ ngăn cản trí mạng một đao, cái này khiến [ITS] Nội tạng bị trọng thương, mà lại chậm chạp không thể khỏi hẳn.
559	Quản Gia	[NAME] Tổ phụ là đương triều Tể tướng quản gia. Tại tổ phụ sau khi qua đời, [IT] Kế thừa cái này chức vị.\n Ở trong quá trình này, [IT] Không thể tránh khỏi tiếp xúc đại lượng trong bóng tối màn, những này trên quan trường hắc ám cấp tốc hủ thực [IT], để [IT] Trở nên lãnh huyết mà vô tình.
560	Đường Nhân Sư Phó	[NAME] Là một tay nghề cao siêu đồ chơi làm bằng đường sư phó.[IT] Khéo tay, có thể đem nước đường bóp thành giống như đúc các loại hình dạng.\n[ITS] Tay nghề sâu bọn nhỏ thích, [IT] Cũng vui vẻ ở trong đó.
561	Phạt Mộc Công	[NAME] Là một thợ đốn củi. Năm gần đây triều đình xây dựng rầm rộ, [IT] Cũng đi theo giám sát bốn phía bôn ba.\n Tại một lần công việc trên lâm trường khai khẩn bên trong, [IT] Nhóm bị phẫn nộ người địa phương tập kích, [IT] Trong lúc hỗn loạn bị người đạp gãy đùi phải.
562	Khoáng Công	[NAME] Bán mình cho một cái quặng mỏ làm thợ mỏ. Cả ngày tại không thấy ánh mặt trời địa đạo bên trong đào quáng để [IT] Thích hắc ám hoàn cảnh. Vất vả cần cù lao động để [IT] Có được cường tráng thể phách.
563	Khoáng Tràng Giam Công	[NAME] Là một đại gia tộc chi thứ tử đệ, bị đày đi đến gia tộc một tòa quặng mỏ đương giám sát, [IT] Chán ghét vận mệnh của mình cùng gia tộc an bài, làm tầm trọng thêm hợp người tiết giận. Cái này khiến [IT] Trở nên ngang ngược mà tàn khốc.
564	Vu Sư	[NAME] Tự xưng có thể từ nơi sâu xa cảm ứng được một chút không hiểu tồn tại chỉ thị, cũng mượn nhờ [IT] Nhóm lực lượng xu cát tị hung.[IT] Bỏ ra thời gian mấy năm kinh doanh, trở thành một cái có chút danh tiếng Vu sư.
565	Thần Hán	[NAME] Làm một trận quái mộng, ở trong mơ bị cái gọi là ý chỉ của thần chọn trúng, biến thành người phát ngôn của thần.\n Không có sở trường gì [IT] Tại ngay từ đầu lâm vào trong khủng hoảng, nhưng mà theo thời gian chuyển dời, [IT] Dần dần học xong mặt không đổi sắc hồ ngôn loạn ngữ, cũng đang dần dần tại to lớn quyền lợi bên trong mất phương hướng mình, trở nên hoang đường mà tàn nhẫn.
566	Thành Hoàng Miếu Chúc	[NAME] Là miếu Thành Hoàng người coi miếu, [IT] Làm người ổn trọng mà khoan hậu. Rất nhiều năm qua, huyện thành hội chùa đều có [IT] Kinh nghiệm bản thân xử lý, đạt được các hương thân ủng hộ cùng yêu quý.
567	Dã Đạo Sĩ	[NAME] Là một vô danh trong đạo quan đạo sĩ.[IT] Không cha không mẹ, cũng không một kỹ trưởng, cả ngày nhìn đạo thư tu luyện nhưng không được nó cửa mà vào. Ngày bình thường để giúp mai táng gả cưới người ta chủ trì một chút pháp sự mà sống.
568	Kiếm Khách	[NAME] Là một kiếm khách, [IT] Xuất thủ lúc nhất định mang theo một trương quỷ dị mặt nạ, chưa từng lấy chân diện mục gặp người, bởi vậy trong chốn võ lâm không người nào biết [ITS] Thân phận.\n[IT] Kiếm thuật cao tuyệt, thân thủ nhanh như thiểm điện, trong truyền thuyết, [ITS] Tất sát kiếm xuất thủ lúc, không người nào có thể bắt được [ITS] Thân ảnh.
569	Du Hiệp	[NAME] Là một cướp phú tế bần hiệp khách, vì trốn tránh quan phủ truy sát truy nã, [IT] Không có chỗ ở cố định, lấy thiên địa làm nhà.
570	Thứ Khách	[NAME] Trải qua một đoạn cực đoan nghèo khó sinh hoạt, tại đoạn thời gian kia, [IT] Học xong che giấu mình cảm xúc, đồng thời dưỡng thành hơn người kiên nhẫn. Bởi vậy, [IT] Bị tổ chức phát giác, huấn luyện làm một cái bí mật thích khách.\n Bên ngoài, [IT] Kinh doanh có một nhà tiệm quan tài, nhưng mà vụng trộm, [IT] Tùy thời chờ ám sát mệnh lệnh.
571	Tử Sĩ	[NAME] Là tên côn đồ, lấy đánh nhau cực đoan hung tàn, hung hãn không sợ chết mà nghe tiếng. Lại một lần nữa bang phái ẩu đả bên trong, [IT] Thân chịu trọng thương thoi thóp. Nhưng mà [ITS] Biểu hiện bị một đi ngang qua quan viên nhìn ở trong mắt, tên này quan viên vụng trộm cứu [IT], đem [IT] Bồi dưỡng thành mình tử sĩ.
